Date,Open,High,Low,Close,Adj Close,Volume
2018-09-26,40.150002,41.389999,39.000000,40.009998,39.625351,412700
2018-09-27,40.099998,40.799999,39.299999,40.509998,40.120544,365500
2018-09-28,40.099998,40.099998,39.029999,39.389999,39.011311,453900
2018-10-01,39.630001,39.720001,38.259998,39.000000,38.625061,503900
2018-10-02,39.490002,40.189999,38.599998,39.200001,38.823139,633500
2018-10-03,39.680000,42.590000,39.610001,41.090000,40.694969,1165300
2018-10-04,41.209999,41.400002,40.099998,40.250000,39.863045,551900
2018-10-05,41.000000,42.419998,40.250000,41.500000,41.101028,601900
2018-10-08,43.840000,44.000000,41.950001,42.750000,42.339008,765900
2018-10-09,42.820000,45.709999,42.150002,45.709999,45.270554,995500
2018-10-10,45.770000,47.099998,44.130001,44.220001,43.794880,1223900
2018-10-11,44.869999,45.880001,43.279999,44.200001,43.775070,513200
2018-10-15,44.299999,44.750000,43.549999,44.049999,43.626511,513200
2018-10-16,44.209999,45.410000,44.009998,45.009998,44.577282,321900
2018-10-17,44.700001,45.959999,44.700001,45.369999,44.933819,297900
2018-10-18,45.290001,45.880001,45.020000,45.349998,44.914013,503200
2018-10-19,45.599998,46.700001,45.590000,46.000000,45.557766,402300
2018-10-22,46.240002,47.689999,46.240002,46.990002,46.538250,418200
2018-10-23,46.930000,47.270000,45.820000,46.500000,46.052959,466500
2018-10-24,46.950001,46.950001,44.959999,44.970001,44.537666,474000
2018-10-25,45.209999,45.849998,44.410000,45.400002,44.963535,499900
2018-10-26,44.820000,45.660000,43.570000,43.830002,43.408627,716900
2018-10-29,43.889999,44.299999,43.090000,43.599998,43.180836,474300
2018-10-30,43.880001,45.369999,43.880001,45.000000,44.567379,693600
2018-10-31,44.959999,45.619999,43.889999,44.470001,44.042477,732200
2018-11-01,44.509998,45.360001,44.099998,44.990002,44.557476,825800
2018-11-05,45.410000,45.810001,44.240002,44.840000,44.408916,544700
2018-11-06,44.939999,46.389999,44.419998,45.990002,45.547863,447900
2018-11-07,46.099998,46.290001,44.259998,44.919998,44.488144,714700
2018-11-08,44.930000,44.980000,43.529999,43.669998,43.250164,423400
2018-11-09,43.669998,43.880001,42.540001,43.330002,42.913437,324700
2018-11-12,43.740002,43.790001,42.759998,43.000000,42.586605,308200
2018-11-13,43.290001,43.490002,42.360001,42.509998,42.101315,514700
2018-11-14,42.500000,43.000000,41.860001,42.669998,42.259777,241500
2018-11-16,43.150002,43.529999,39.900002,42.590000,42.180550,1115900
2018-11-19,42.580002,44.189999,41.509998,43.639999,43.220451,570500
2018-11-21,42.790001,43.000000,42.209999,42.799999,42.388527,422700
2018-11-22,42.830002,43.049999,42.599998,43.000000,42.586605,318000
2018-11-23,43.230000,43.230000,42.450001,42.799999,42.388527,209000
2018-11-26,42.799999,43.509998,42.090000,42.310001,41.903240,499600
2018-11-27,42.310001,42.730000,41.459999,42.189999,41.784393,551600
2018-11-28,42.000000,42.250000,41.049999,41.380001,40.982182,698300
2018-11-29,41.380001,42.189999,40.820000,41.849998,41.447662,455000
2018-11-30,41.840000,41.840000,40.410000,40.410000,40.021507,1133000
2018-12-03,40.910000,41.410000,40.549999,41.279999,40.883141,704500
2018-12-04,41.389999,42.410000,41.130001,41.709999,41.309006,746800
2018-12-05,42.029999,42.049999,40.680000,40.930000,40.536507,304200
2018-12-06,40.830002,41.650002,40.750000,41.380001,40.982182,434900
2018-12-07,41.720001,42.730000,41.410000,42.580002,42.170647,642900
2018-12-10,42.700001,44.130001,41.759998,41.860001,41.457565,711500
2018-12-11,42.220001,43.099998,41.000000,41.549999,41.150547,656600
2018-12-12,41.549999,43.470001,41.549999,43.299999,42.883720,528200
2018-12-13,43.630001,44.090000,43.119999,43.299999,42.883720,342600
2018-12-14,43.490002,44.029999,43.049999,43.610001,43.190742,313500
2018-12-17,43.990002,43.990002,42.619999,42.799999,42.388527,278700
2018-12-18,42.700001,43.779999,42.630001,43.299999,42.883720,281600
2018-12-19,43.310001,43.970001,41.930000,42.090000,41.685356,517100
2018-12-20,42.750000,43.599998,42.299999,43.000000,42.586605,434800
2018-12-21,43.000000,43.990002,42.790001,43.310001,42.893627,441500
2018-12-26,43.299999,43.560001,42.750000,42.840000,42.428143,198400
2018-12-27,42.799999,43.299999,42.299999,42.650002,42.239971,272900
2018-12-28,42.360001,43.779999,42.360001,42.799999,42.799999,520300
2019-01-02,43.599998,45.360001,43.090000,44.959999,44.959999,1617100
2019-01-03,44.900002,46.139999,44.520000,46.139999,46.139999,583800
2019-01-04,46.250000,46.759998,45.669998,46.090000,46.090000,612400
2019-01-07,46.060001,47.459999,45.790001,46.599998,46.599998,486500
2019-01-08,46.799999,47.240002,46.020000,46.349998,46.349998,416300
2019-01-09,46.700001,47.240002,45.869999,46.500000,46.500000,471300
2019-01-10,46.500000,47.700001,46.320000,46.799999,46.799999,830200
2019-01-11,46.880001,48.480000,46.880001,47.680000,47.680000,659300
2019-01-14,47.689999,48.250000,46.919998,47.910000,47.910000,500000
2019-01-15,47.549999,47.980000,46.169998,46.700001,46.700001,378200
2019-01-16,46.740002,47.290001,46.509998,47.000000,47.000000,271200
2019-01-17,47.000000,47.840000,46.580002,47.590000,47.590000,233500
2019-01-18,47.889999,47.950001,45.520000,45.619999,45.619999,757800
2019-01-21,45.840000,46.540001,45.400002,46.400002,46.400002,285000
2019-01-22,45.830002,47.139999,45.830002,46.330002,46.330002,410400
2019-01-23,45.910000,47.220001,45.910000,46.150002,46.150002,354800
2019-01-24,46.299999,47.060001,46.110001,47.060001,47.060001,290600
2019-01-28,46.400002,46.900002,45.660000,46.380001,46.380001,524600
2019-01-29,46.549999,47.380001,46.209999,46.500000,46.500000,332500
2019-01-30,46.580002,46.939999,46.200001,46.520000,46.520000,292500
2019-01-31,46.599998,47.799999,46.599998,47.610001,47.610001,526800
2019-02-01,47.689999,48.410000,46.250000,46.730000,46.730000,469900
2019-02-04,46.799999,48.360001,46.650002,48.000000,48.000000,521400
2019-02-05,48.009998,48.990002,47.720001,48.590000,48.590000,506500
2019-02-06,48.590000,48.610001,46.849998,47.000000,47.000000,391700
2019-02-07,47.610001,47.990002,47.000000,47.080002,47.080002,305600
