Date,Open,High,Low,Close,Adj Close,Volume
2018-09-26,75.879997,76.669998,75.750000,75.849998,75.849998,2189330
2018-09-27,76.099998,77.290001,76.099998,77.070000,77.070000,1695860
2018-09-28,76.080002,77.089996,76.080002,76.610001,76.610001,1855010
2018-10-01,76.750000,76.750000,75.330002,75.800003,75.800003,2264870
2018-10-02,77.699997,78.879997,77.589996,78.779999,78.779999,6012150
2018-10-03,81.900002,82.199997,79.839996,80.290001,80.290001,6978050
2018-10-04,80.000000,80.550003,79.040001,79.879997,79.879997,4266170
2018-10-05,82.000000,82.000000,79.120003,79.449997,79.449997,6091660
2018-10-08,83.449997,84.470001,82.139999,83.639999,83.639999,10872240
2018-10-09,83.550003,83.599998,82.449997,83.000000,83.000000,4986960
2018-10-10,82.459999,82.459999,80.730003,80.730003,80.730003,2729900
2018-10-11,81.849998,81.849998,79.620003,80.150002,80.150002,4937760
2018-10-15,81.190002,81.309998,80.300003,80.459999,80.459999,3921070
2018-10-16,81.139999,82.910004,81.139999,82.599998,82.599998,4573770
2018-10-17,82.339996,83.160004,81.949997,82.720001,82.720001,2661050
2018-10-18,82.720001,82.720001,82.720001,82.720001,82.720001,0
2018-10-19,82.690002,82.690002,80.680000,81.220001,81.220001,2433690
2018-10-22,82.000000,82.760002,82.000000,82.620003,82.620003,2632190
2018-10-23,81.680000,82.570000,81.000000,82.290001,82.290001,4109760
2018-10-24,82.620003,82.879997,80.139999,80.150002,80.150002,3855400
2018-10-25,81.000000,81.849998,80.349998,81.029999,81.029999,5408391
2018-10-26,81.750000,82.709999,80.519997,82.709999,82.709999,8154990
2018-10-29,82.099998,82.879997,79.849998,80.809998,80.809998,17165950
2018-10-30,81.660004,83.949997,80.910004,83.760002,83.760002,10534910
2018-10-31,84.440002,84.930000,83.169998,84.080002,84.080002,4576470
2018-11-01,84.510002,85.879997,84.000000,85.250000,85.250000,5704260
2018-11-05,85.839996,86.379997,85.180000,86.099998,86.099998,3159060
2018-11-06,85.110001,86.230003,85.000000,85.279999,85.279999,3202760
2018-11-07,85.919998,86.309998,84.389999,84.589996,84.589996,4731060
2018-11-08,85.320000,85.470001,82.599998,82.599998,82.599998,6175380
2018-11-09,82.500000,83.190002,81.019997,82.519997,82.519997,7600390
2018-11-12,82.620003,83.180000,81.970001,82.349998,82.349998,4535460
2018-11-13,82.800003,82.970001,81.099998,81.639999,81.639999,5415070
2018-11-14,81.639999,82.650002,81.239998,82.650002,82.650002,5085040
2018-11-16,83.510002,85.300003,83.059998,85.300003,85.300003,4682340
2018-11-19,85.000000,85.050003,83.919998,84.300003,84.300003,2566430
2018-11-21,83.120003,84.279999,82.610001,84.279999,84.279999,3193560
2018-11-22,84.070000,84.540001,84.019997,84.300003,84.300003,1144740
2018-11-23,84.500000,84.510002,82.720001,83.029999,83.029999,3074100
2018-11-26,83.529999,84.040001,81.849998,82.339996,82.339996,5083550
2018-11-27,82.980003,84.949997,82.199997,84.489998,84.489998,5398670
2018-11-28,84.510002,86.279999,84.070000,86.000000,86.000000,5909730
2018-11-29,85.290001,86.730003,85.110001,86.379997,86.379997,4712190
2018-11-30,86.099998,87.040001,86.029999,86.370003,86.370003,5117810
2018-12-03,88.099998,88.150002,86.209999,86.489998,86.489998,5529260
2018-12-04,86.879997,87.199997,84.879997,85.230003,85.230003,5060820
2018-12-05,85.699997,86.059998,85.269997,86.029999,86.029999,1938500
2018-12-06,84.279999,85.680000,83.910004,85.540001,85.540001,4621160
2018-12-07,85.480003,86.800003,84.750000,84.930000,84.930000,4935450
2018-12-10,84.779999,85.169998,82.860001,82.860001,82.860001,5783250
2018-12-11,84.000000,84.400002,82.489998,83.500000,83.500000,4130900
2018-12-12,84.190002,84.800003,83.620003,83.900002,83.900002,4736440
2018-12-13,83.949997,84.730003,83.739998,84.279999,84.279999,2613820
2018-12-14,83.900002,85.040001,83.900002,84.209999,84.209999,3096280
2018-12-17,84.500000,84.639999,83.209999,83.239998,83.239998,5598400
2018-12-18,83.510002,84.199997,83.430000,83.500000,83.500000,3467550
2018-12-19,84.300003,84.949997,82.500000,82.500000,82.500000,4565100
2018-12-20,83.389999,83.510002,81.739998,82.419998,82.419998,5150770
2018-12-21,82.300003,83.489998,82.059998,82.440002,82.440002,5609610
2018-12-26,82.120003,82.430000,80.900002,82.139999,82.139999,3075130
2018-12-27,81.750000,82.699997,81.650002,82.650002,82.650002,1991620
2018-12-28,83.230003,85.000000,83.230003,84.599998,84.599998,1626090
2019-01-02,84.599998,88.260002,84.349998,87.900002,87.900002,5021260
2019-01-03,87.550003,88.400002,86.800003,88.000000,88.000000,4300220
2019-01-04,88.199997,89.449997,87.629997,88.500000,88.500000,2449750
2019-01-07,88.650002,89.320000,88.059998,88.480003,88.480003,2891360
2019-01-08,88.750000,88.970001,87.870003,88.830002,88.830002,3441770
2019-01-09,89.309998,90.370003,89.120003,90.320000,90.320000,8279800
2019-01-10,90.139999,90.690002,89.830002,90.419998,90.419998,2659920
2019-01-11,90.500000,90.540001,90.019997,90.379997,90.379997,2551310
2019-01-14,90.500000,91.209999,90.099998,91.209999,91.209999,4730780
2019-01-15,91.239998,91.330002,90.110001,90.610001,90.610001,3142940
2019-01-16,90.599998,91.150002,90.379997,91.150002,91.150002,2397860
2019-01-17,91.190002,92.300003,90.629997,91.970001,91.970001,6305700
2019-01-18,92.129997,93.000000,92.129997,92.610001,92.610001,4320330
2019-01-21,92.480003,92.639999,91.510002,92.639999,92.639999,4982260
2019-01-22,92.209999,92.699997,91.300003,91.400002,91.400002,4479240
2019-01-23,92.000000,93.209999,92.000000,93.099998,93.099998,5897270
2019-01-24,93.099998,94.169998,92.970001,94.169998,94.169998,3726980
2019-01-28,92.500000,92.839996,91.410004,92.080002,92.080002,5478580
2019-01-29,92.800003,93.339996,92.190002,92.190002,92.190002,1986330
2019-01-30,93.440002,93.669998,92.419998,93.519997,93.519997,3607100
2019-01-31,94.260002,94.949997,94.000000,94.000000,94.000000,4923640
2019-02-01,94.099998,94.580002,93.599998,94.360001,94.360001,4287810
2019-02-04,94.000000,95.099998,93.400002,95.029999,95.029999,4336200
2019-02-05,94.599998,95.099998,94.150002,94.800003,94.800003,3713770
2019-02-06,93.830002,93.830002,91.269997,91.269997,91.269997,6915540
2019-02-07,92.000000,92.250000,90.180000,91.000000,91.000000,4777200
2019-02-08,90.480003,92.139999,90.080002,91.699997,91.699997,5346560
2019-02-11,92.309998,92.320000,90.379997,90.989998,90.989998,4263240
2019-02-12,92.110001,93.169998,91.739998,92.449997,92.449997,3588110
2019-02-13,93.029999,93.330002,91.970001,92.599998,92.599998,6370360
2019-02-14,92.849998,94.540001,91.449997,94.339996,94.339996,7360300
2019-02-15,94.150002,94.800003,93.580002,94.040001,94.040001,5919580
2019-02-18,93.379997,93.690002,92.769997,92.980003,92.980003,4207220
2019-02-19,93.500000,94.709999,93.379997,93.779999,93.779999,4621560
2019-02-20,94.589996,95.040001,93.070000,93.169998,93.169998,5007090
2019-02-21,93.589996,93.739998,92.309998,93.580002,93.580002,3893250
2019-02-22,94.230003,94.440002,93.519997,94.440002,94.440002,3707580
2019-02-25,94.610001,94.690002,93.650002,93.769997,93.769997,4586540
