Date,Open,High,Low,Close,Adj Close,Volume
2018-09-26,22.160000,22.469999,21.940001,21.940001,20.873901,2239700
2018-09-27,21.980000,22.580000,21.969999,22.139999,21.064182,1713800
2018-09-28,22.000000,22.170000,21.299999,21.299999,20.264999,1658600
2018-10-01,21.430000,21.430000,20.840000,21.049999,20.027149,2764700
2018-10-02,21.510000,22.209999,21.350000,21.830000,20.769247,2173700
2018-10-03,22.639999,23.219999,22.180000,22.420000,21.330578,2925500
2018-10-04,22.600000,22.600000,21.209999,21.879999,20.816816,3243000
2018-10-05,22.270000,22.299999,21.299999,21.680000,20.626537,1937700
2018-10-08,23.000000,23.639999,22.200001,22.510000,21.416204,3828500
2018-10-09,22.559999,23.209999,22.120001,22.549999,21.454260,1734000
2018-10-10,22.209999,22.230000,21.709999,21.709999,20.655077,1876600
2018-10-11,22.070000,22.389999,21.410000,21.600000,20.550423,1305000
2018-10-15,21.950001,21.959999,20.770000,20.790001,19.779783,2153700
2018-10-16,21.000000,21.799999,20.850000,21.690001,20.636051,2265300
2018-10-17,21.620001,21.830000,21.230000,21.600000,20.550423,1791900
2018-10-18,21.639999,22.070000,21.500000,21.580000,20.531395,1022100
2018-10-19,21.830000,21.830000,21.350000,21.660000,20.607506,1393600
2018-10-22,21.719999,22.059999,21.719999,21.740000,20.683619,754300
2018-10-23,21.639999,22.450001,21.389999,22.200001,21.121267,1265700
2018-10-24,22.410000,22.420000,21.510000,21.629999,20.578964,1496300
2018-10-25,21.670000,22.459999,21.670000,22.350000,21.263979,1269300
2018-10-26,22.400000,22.410000,21.680000,21.780001,20.721676,2281200
2018-10-29,21.709999,21.889999,20.889999,21.000000,19.979578,2231400
2018-10-30,21.490000,21.959999,20.959999,21.200001,20.169859,2623200
2018-10-31,21.389999,21.650000,20.480000,20.850000,19.836866,3853400
2018-11-01,21.070000,21.340000,20.559999,21.270000,20.236458,3915700
2018-11-05,21.400000,22.389999,21.260000,22.209999,21.130781,2513400
2018-11-06,22.350000,22.580000,21.709999,22.000000,20.930986,2269600
2018-11-07,22.100000,22.209999,21.360001,21.360001,20.322084,2368900
2018-11-08,21.500000,21.660000,20.930000,21.090000,20.065205,1446400
2018-11-09,21.090000,21.270000,20.540001,20.639999,19.637070,1677800
2018-11-12,20.700001,21.090000,20.379999,20.590000,19.589500,1453000
2018-11-13,20.660000,20.910000,20.059999,20.480000,19.484846,1645800
2018-11-14,20.490000,20.950001,20.250000,20.750000,19.741728,1040300
2018-11-16,20.920000,20.969999,20.530001,20.799999,19.789295,1682000
2018-11-19,20.790001,20.799999,20.549999,20.600000,19.599014,867800
2018-11-21,20.600000,20.600000,20.209999,20.280001,19.294563,1210400
2018-11-22,20.299999,20.540001,20.190001,20.230000,19.246992,2771800
2018-11-23,20.200001,20.320000,19.900000,19.980000,19.009142,2369600
2018-11-26,20.250000,20.570000,19.910000,19.959999,18.990112,1475400
2018-11-27,20.219999,21.240000,20.049999,21.240000,20.207916,1678400
2018-11-28,21.459999,22.240000,21.190001,21.809999,20.750217,2595900
2018-11-29,21.709999,21.950001,21.590000,21.740000,20.683619,741500
2018-11-30,21.740000,21.920000,21.430000,21.600000,20.550423,1589100
2018-12-03,22.000000,22.000000,21.490000,21.559999,20.512367,1424600
2018-12-04,21.910000,22.090000,21.500000,21.549999,20.502851,1728100
2018-12-05,21.660000,22.040001,21.280001,21.400000,20.360140,977900
2018-12-06,21.350000,21.920000,21.080000,21.920000,20.854874,1260900
2018-12-07,21.889999,22.000000,21.129999,21.200001,20.169859,1664600
2018-12-10,21.270000,21.440001,20.570000,20.570000,19.570471,881700
2018-12-11,20.670000,20.900000,20.000000,20.270000,19.285051,1691200
2018-12-12,20.400000,20.709999,19.950001,20.000000,19.028170,2287400
2018-12-13,20.100000,20.290001,19.830000,20.030001,19.056711,1311000
2018-12-14,20.040001,20.190001,19.360001,19.610001,18.657120,3671800
2018-12-17,19.650000,19.820000,19.219999,19.469999,18.523922,2134000
2018-12-18,19.600000,20.070000,19.389999,19.770000,18.809345,1907200
2018-12-19,19.980000,19.980000,19.450001,19.530001,18.581007,2044300
2018-12-20,19.770000,19.990000,19.360001,19.629999,18.676147,1765300
2018-12-21,19.809999,20.469999,19.690001,19.730000,18.771290,2923700
2018-12-26,19.790001,19.850000,19.250000,19.520000,18.571493,2002300
2018-12-27,19.559999,19.670000,19.330000,19.459999,18.514408,1504500
2018-12-28,19.639999,19.780001,19.480000,19.780001,18.818859,1664800
2019-01-02,19.690001,20.389999,19.650000,20.150000,19.170879,2009500
2019-01-03,20.059999,20.639999,19.950001,20.450001,19.579670,1533000
2019-01-04,20.510000,20.900000,20.459999,20.850000,19.962646,3388800
2019-01-07,20.930000,21.459999,20.830000,21.150000,20.249878,3169100
2019-01-08,21.190001,21.629999,21.070000,21.400000,20.489237,4240200
2019-01-09,21.400000,21.629999,21.020000,21.080000,20.182858,4478500
2019-01-10,21.070000,21.480000,20.799999,21.480000,20.565834,1586900
2019-01-11,21.490000,21.790001,21.200001,21.350000,20.441366,1288000
2019-01-14,21.320000,22.250000,21.280001,22.200001,21.255192,2699800
2019-01-15,22.260000,22.450001,21.650000,21.709999,20.786045,1758500
