Date,Open,High,Low,Close,Adj Close,Volume
2018-09-26,23.908300,24.174999,23.650000,23.808300,22.979994,18096600
2018-09-27,23.966700,24.358299,23.966700,24.350000,23.502846,15967440
2018-09-28,24.000000,24.166700,23.700001,23.891701,23.060493,11661120
2018-10-01,23.866699,23.966700,23.383301,23.625000,22.803074,9192120
2018-10-02,24.258301,25.150000,24.158300,25.000000,24.149630,26177280
2018-10-03,26.958300,27.075001,25.808300,26.083300,25.196081,44414640
2018-10-04,25.933300,26.225000,25.583300,26.208300,25.316832,18697800
2018-10-05,26.583300,26.658300,25.658300,25.816700,24.938551,23429520
2018-10-08,28.333300,28.333300,27.225000,27.566700,26.629026,46389120
2018-10-09,27.566700,27.966700,27.083300,27.666700,26.725624,26930400
2018-10-10,27.258301,27.400000,26.683300,26.766701,25.856239,22510920
2018-10-11,27.083300,27.083300,26.141701,26.608299,25.703224,20325960
2018-10-15,26.908300,27.049999,26.683300,26.750000,25.840103,17531880
2018-10-16,27.008301,28.025000,27.008301,28.025000,27.071737,22804320
2018-10-17,27.708300,28.225000,27.650000,28.058300,27.103903,22837920
2018-10-18,27.808300,27.916700,27.283300,27.283300,26.355263,16654200
2018-10-19,27.558300,27.783300,27.108299,27.375000,26.443844,8673600
2018-10-22,27.583300,27.941700,27.533300,27.708300,26.765808,10669200
2018-10-23,27.258301,27.958300,27.216700,27.808300,26.862408,11302440
2018-10-24,27.666700,27.924999,27.141701,27.141701,26.218481,16950120
2018-10-25,27.416700,28.383301,27.358299,27.924999,26.975136,22094400
2018-10-26,28.275000,28.408300,27.633301,28.408300,27.442001,29419200
2018-10-29,28.083300,28.375000,27.400000,27.875000,26.926840,37522800
2018-10-30,28.000000,29.058300,27.400000,28.958300,27.973291,30369120
2018-10-31,29.333300,29.500000,28.108299,28.583300,27.611044,23592840
2018-11-01,29.341700,30.216700,29.116699,30.216700,29.188883,48659400
2018-11-05,30.141701,31.066700,29.858299,30.850000,29.819366,24316200
2018-11-06,30.258301,30.691700,29.991699,30.516701,29.497204,23578320
2018-11-07,30.666700,30.799999,29.700001,29.924999,28.925272,25044000
2018-11-08,30.275000,30.375000,29.250000,29.299999,28.321150,18980400
2018-11-09,29.125000,29.766701,28.966700,29.733299,28.739975,18699360
2018-11-12,29.758301,29.875000,29.283300,29.708300,28.715811,13674360
2018-11-13,29.708300,29.900000,28.900000,29.174999,28.200329,15560400
2018-11-14,29.333300,29.674999,28.941700,29.583300,28.594988,25525920
2018-11-16,29.841700,31.016701,29.608299,31.016701,29.980499,27318960
2018-11-19,30.833300,30.924999,30.350000,30.883301,29.851559,11621280
2018-11-21,30.291700,30.633301,30.174999,30.541700,29.521370,16277160
2018-11-22,30.541700,30.766701,30.441700,30.666700,29.642193,7829880
2018-11-23,30.541700,30.816700,30.441700,30.600000,29.577723,12157920
2018-11-26,30.825001,31.158300,29.775000,30.158300,29.150776,18801480
2018-11-27,30.258301,31.391701,30.108299,31.391701,30.342972,15457800
2018-11-28,31.275000,32.133301,30.783300,32.033298,30.963137,20517840
2018-11-29,31.708300,32.433300,31.625000,32.433300,31.349777,16728840
2018-11-30,32.166698,32.691700,32.016701,32.049999,30.979279,18952320
2018-12-03,32.500000,32.500000,31.291700,31.500000,30.447653,27714840
2018-12-04,31.641701,31.750000,30.858299,31.400000,30.369293,22040400
2018-12-05,31.416700,31.500000,30.991699,31.383301,30.353136,7149240
2018-12-06,30.924999,31.758301,30.541700,31.725000,30.683619,13789800
